"x"
"compatirez"
"compatis"
"compatissons"
"compatit"
"compliment"
"complimenta"
"complimentas"
"complimente"
"complimenter"
"complimenterez"
"complimentes"
"complimentez"
"compliments"
"consens"
"consent"
"consente"
"consentes"
"consentiez"
"consentions"
"consentir"
"consentirez"
"consentis"
"consentit"
"consola"
"consolas"
"console"
"consoler"
"consolerez"
"consoles"
"consolez"
"contempla"
"contemplant"
"contemplas"
"contemple"
"contempler"
"contemplerez"
"contemples"
"contemplez"
"content"
"contente"
"contentes"
"contents"
"convivial"
"conviviale"
"convivialement"
"conviviales"
"convivialité"
"conviviaux"
"cool"
"créa"
"créant"
"créas"
"créatif"
"créatifs"
"crédit"
"crédita"
"créditas"
"crédite"
"créditer"
"créditerez"
"crédites"
"créditez"
"crée"
"créer"
"créerez"
"crées"
"créez"
"décompressa"
"décompressant"
"décompressas"
"décompresse"
"décompresser"
"décompresserez"
"décompresses"
"décompressez"
"décompressiez"
"décompression"
"décompressions"
"décontract"
"décontracts"
"délecta"
"délectas"
"délecte"
"délecter"
"délecterez"
"délectes"
"délectez"
"délicieuse"
"délicieusement"
"délicieuses"
"désir"
"désira"
"désiras"
"désire"
"désirer"
"désirerez"
"désires"
"désirez"
"désirs"
"desserra"
"desserrant"
"desserras"
"desserre"
"desserrer"
"desserrerez"
"desserres"
"desserrez"
"détend"
"détendant"
"détendre"
"détendrez"
"détends"
"digéra"
"digérant"
"digéras"
"digérer"
"digérerez"
"digérez"
"diverti"
"divertir"
"divertirent"
"divertirez"
"divertis"
"divertissent"
"divertissez"
"divertit"
"don"
"dons"
"douce"
"doucement"
"douces"
"doux"
"dragua"
"draguant"
"draguas"
"drague"
"draguer"
"draguerez"
"dragues"
"draguez"
"ébloui"
"éblouir"
"éblouirent"
"éblouirez"
"éblouis"
"éblouissent"
"éblouissez"
"éblouit"
"égaie"
"égaierez"
"égaies"
"égaya"
"égayas"
"égaye"
"égayer"
"égayerez"
"égayes"
"égayez"
"émerveilla"
"émerveillant"
"émerveillas"
"émerveille"
"émerveiller"
"émerveillerez"
"émerveilles"
"émerveillez"
"encourage"
"encouragea"
"encourageas"
"encourager"
"encouragerez"
"encourages"
"encouragez"
"endura"
"enduras"
"endure"
"endurer"
"endurerez"
"endures"
"endurez"
"énergique"
"énergiquement"
"énergiques"
"engage"
"engagea"
"engageas"
"engager"
"engagerez"
"engages"
"engagez"
"enthousiasme"
"enthousiasment"
"envia"
"enviant"
"envias"
"envie"
"envier"
"envierez"
"envies"
"enviez"
"espéra"
"espérant"
"espéras"
"espérer"
"espérerez"
"espérez"
"espiègle"
"espiègles"
"estima"
"estimant"
"estimas"
"estime"
"estimer"
"estimerez"
"estimes"
"estimez"
"étreindre"
"étreindrez"
"étreingant"
"étreins"
"étreint"
"étreints"
"excella"
"excellant"
"excellas"
"excelle"
"excellemment"
"exceller"
"excellerez"
"excelles"
"excellez"
"excès"
"excessif"
"excessifs"
"excessive"
"excessivement"
"excessives"
"excusa"
"excusant"
"excusas"
"excuse"
"excuser"
"excuserez"
"excuses"
"excusez"
"extra"
"fasteusement"
"ferez"
"fêta"
"fêtant"
"fêtas"
"fête"
"fêter"
"fêterez"
"fêtes"
"fêtez"
"fêtiez"
"fêtions"
"fidèle"
"fidèlement"
"fidèles"
"fier"
"fière"
"fiers"
"flatta"
"flattant"
"flattas"
"flatte"
"flatter"
"flatterez"
"flattes"
"flattez"
"flirt"
"flirta"
"flirtant"
"flirtas"
"flirte"
"flirter"
"flirterez"
"flirtes"
"flirtez"
"flirts"
"folâtra"
"folâtrant"
"folâtras"
"folâtre"
"folâtrer"
"folâtrerez"
"folâtres"
"folâtrez"
"font"
"force"
"forces"
"fort"
"forte"
"fortes"
"forts"
"frais"
"franc"
"franche"
"franches"
"fun"
"gagna"
"gagnas"
"gagne"
"gagner"
"gagnerez"
"gagnes"
"gagnez"
"gai"
"gaie"
"gaies"
"gais"
"gentiment"
"glorifia"
"glorifiant"
"glorifias"
"glorifie"
"glorifier"
"glorifierez"
"glorifies"
"glorifiez"
"gloussa"
"gloussas"
"glousse"
"glousser"
"glousserez"
"glousses"
"gloussez"
"grandement"
"gratis"
"gratuit"
"gratuite"
"gratuitement"
"gratuites"
"gratuits"
"ha"
"hah"
"haha"
"hardi"
"hardie"
"hardies"
"hardis"
"harmonie"
"harmonies"
"harmonieusement"
"harmonieux"
"heureuse"
"heureusement"
"heureuses"
"heureux"
"honey"
"honnête"
"honnêtement"
"honnêtes"
"honora"
"honorais"
"honorait"
"honorant"
"honoras"
"honore"
"honorer"
"honorerez"
"honores"
"honorez"
"hourra"
"humour"
"idéale"
"idéalement"
"idéales"
"idéalisa"
"idéalisas"
"idéalise"
"idéaliser"
"idéaliserez"
"idéalises"
"idéalisez"
"idéaux"
"inspira"
"inspirant"
"inspiras"
"inspire"
"inspirer"
"inspirerez"
"inspires"
"inspirez"
"intense"
"intenses"
"intéressa"
"intéressas"
"intéresse"
"intéresser"
"intéresserez"
"intéresses"
"intéressez"
"jeu"
"joua"
"jouant"
"jouas"
"joue"
"jouer"
"jouerez"
"joues"
"jouez"
"joui"
"jouie"
"jouies"
"jouiez"
"jouions"
"jouir"
"jouirez"
"jouis"
"jouit"
"joyeuse"
"joyeusement"
"joyeuses"
"joyeux"
"lestime"
"libéra"
"libérant"
"libéras"
"libérer"
"libérerez"
"libérez"
"libre"
"librement"
"libres"
"lol"
"loua"
"louant"
"louas"
"loue"
"louer"
"louerez"
"loues"
"louez"
"loyal"
"loyale"
"loyalement"
"loyales"
"loyaux"
"maternel"
"maternels"
"mélodieuse"
"mélodieusement"
"mélodieuses"
"mélodieux"
"mérita"
"méritas"
"mérite"
"mériter"
"mériterez"
"mérites"
"méritez"
"mieux"
"noble"
"nobles"
"nonchalamment"
"offrant"
"offriez"
"offrions"
"offrir"
"offrirez"
"offris"
"offrit"
"paix"
"paradis"
"pardon"
"pardonna"
"pardonnant"
"pardonnas"
"pardonne"
"pardonner"
"pardonnerez"
"pardonnes"
"pardonnez"
"pardons"
"parfait"
"parfaitement"
"parfaits"
"parfum"
"parfuma"
"parfumant"
"parfumas"
"parfume"
"parfumer"
"parfumerez"
"parfumes"
"parfumez"
"parfums"
"partage"
"partagea"
"partageant"
"partageas"
"partager"
"partagerez"
"partages"
"partagez"
"partégée"
"passion"
"passionné"
"passions"
"perfection"
"perfections"
"pince-sans-rire"
"plainte"
"plaintes"
"plaire"
"plairez"
"plais"
"plaisant"
"plaisanta"
"plaisantant"
"plaisantas"
"plaisante"
"plaisanter"
"plaisanterez"
"plaisantes"
"plaisantez"
"plaisants"
"plaît"
"plu"
"plus"
"plut"
"princièrement"
"prix"
"psychanalysa"
"psychanalysant"
"psychanalysas"
"psychanalyse"
"psychanalyser"
"psychanalyserez"
"psychanalyses"
"psychanalysez"
"psycho"
"pure"
"pures"
"purs"
"radieux"
"rassura"
"rassurant"
"rassuras"
"rassure"
"rassurer"
"rassurerez"
"rassures"
"rassurez"
"ravi"
"ravis"
"recevant"
"recevez"
"recevoir"
"recevrez"
"récompensa"
"récompensant"
"récompensas"
"récompense"
"récompenser"
"récompenserez"
"récompenses"
"récompensez"
"réconcilia"
"réconciliant"
"réconcilias"
"réconcilie"
"réconcilier"
"réconcilierez"
"réconcilies"
"réconciliez"
"réconfort"
"réconforta"
"réconfortas"
"réconforte"
"réconforter"
"réconforterez"
"réconfortes"
"réconfortez"
"réconforts"
"reconnais"
"reconnaît"
"reconnaître"
"reconnaîtrez"
"reçus"
"reçut"
"relax"
"relaxa"
"relaxas"
"relaxer"
"relaxerez"
"relaxes"
"relaxez"
"remet"
"remets"
"remettant"
"remettre"
"remettrez"
"remis"
"remit"
"repens"
"repent"
"repenti"
"repentir"
"repentirez"
"repentis"
"repentit"
"repos"
"reposa"
"reposant"
"reposas"
"repose"
"reposer"
"reposerez"
"reposes"
"reposez"
"respect"
"respecta"
"respectant"
"respectas"
"respecte"
"respecter"
"respecterez"
"respectes"
"respectez"
"respectiez"
"respections"
"respects"
"ressourça"
"ressourçant"
"ressourças"
"ressource"
"ressourcer"
"ressourcerez"
"ressources"
"ressourcez"
"retrouva"
"retrouvailles"
"retrouvais"
"retrouvait"
"retrouvant"
"retrouvas"
"retrouve"
"retrouver"
"retrouverez"
"retrouves"
"retrouvez"
"réussi"
"réussir"
"réussirez"
"réussis"
"réussissant"
"réussit"
"revigora"
"revigoras"
"revigore"
"revigorer"
"revigorerez"
"revigores"
"revigorez"
"ri"
"riant"
"rient"
"riez"
"rigola"
"rigolant"
"rigolas"
"rigole"
"rigoler"
"rigolerez"
"rigoles"
"rigolez"
"rigolot"
"rigolots"
"rire"
"rires"
"rirez"
"ris"
"rit"
"romantique"
"sang-froid"
"sauva"
"sauvant"
"sauvas"
"sauve"
"sauver"
"sauverez"
"sauves"
"sauvez"
"savoura"
"savourant"
"savouras"
"savoure"
"savourer"
"savourerez"
"savoures"
"savourez"
"secourant"
"secouriez"
"secourions"
"secourir"
"secourrez"
"secours"
"secourt"
"séduire"
"séduirez"
"séduis"
"séduit"
"séduits"
"sensas"
"sentiment"
"sentiments"
"sépara"
"séparant"
"séparas"
"sépare"
"séparer"
"séparerez"
"sépares"
"séparez"
"simple"
"simples"
"socialement"
"soigna"
"soignant"
"soignas"
"soigne"
"soigner"
"soignerez"
"soignes"
"soignez"
"soulage"
"soulagea"
"soulageant"
"soulageas"
"soulager"
"soulagerez"
"soulages"
"soulagez"
"souple"
"souples"
"souri"
"sourire"
"sourires"
"sourirez"
"souris"
"sourit"
"soutenant"
"soutenez"
"souteniez"
"soutenions"
"soutenir"
"soutien"
"soutiendrez"
"soutiens"
"soutient"
"stimula"
"stimulant"
"stimulas"
"stimule"
"stimuler"
"stimulerez"
"stimules"
"stimulez"
"succès"
"super"
"supporta"
"supportant"
"supportas"
"supporte"
"supporter"
"supporterez"
"supportes"
"supportez"
"surprise"
"sympa"
"sympas"
"talentueusement"
"taquin"
"taquina"
"taquinant"
"taquinas"
"taquine"
"taquiner"
"taquinerez"
"taquines"
"taquinez"
"taquins"
"tendre"
"tendrement"
"tendres"
"tendresse"
"tenta"
"tentant"
"tentas"
"tente"
"tenter"
"tenterez"
"tentes"
"tentez"
"teuf"
"teufe"
"toléra"
"tolérance"
"tolérant"
"toléras"
"tolérer"
"tolérerez"
"tolérez"
"vivifia"
"vivifias"
"vivifie"
"vivifier"
"vivifierez"
"vivifies"
"vivifiez"
"yip"
"abritâmes"
"abritât"
"abritâtes"
"abritai"
"abritaient"
"abritais"
"abritait"
"abrités"
"abrité"
"abritée"
"abritées"
"abritent"
"abritèrent"
"abritera"
"abriterai"
"abriteraient"
"abriterais"
"abriterait"
"abriteras"
"abriterons"
"abriteront"
"abritiez"
"abritions"
"abritons"
"absurde"
"absurdes"
"absurdement"
"absurdifiant"
"absurdifiants"
"absurdifiante"
"absurdifiantes"
"absurdité"
"absurdités"
"absurdisme"
"absurdismes"
"absurdiste"
"absurdistes"
"acceptâmes"
"acceptât"
"acceptâtes"
"acceptai"
"acceptaient"
"acceptais"
"acceptait"
"acceptés"
"accepté"
"acceptée"
"acceptées"
"acceptent"
"acceptèrent"
"acceptera"
"accepterai"
"accepteraient"
"accepterais"
"accepterait"
"accepteras"
"accepterons"
"accepteront"
"acceptiez"
"acceptons"
"acclamâmes"
"acclamât"
"acclamâtes"
"acclamai"
"acclamaient"
"acclamais"
"acclamait"
"acclamant"
"acclamants"
"acclamante"
"acclamantes"
"acclamation"
"acclamations"
"acclamés"
"acclamé"
"acclamée"
"acclamées"
"acclament"
"acclamèrent"
"acclamera"
"acclamerai"
"acclameraient"
"acclamerais"
"acclamerait"
"acclameras"
"acclamerons"
"acclameront"
"acclamiez"
"acclamions"
"acclamons"
"accomplissement"
"accomplissements"
"accordâmes"
"accordât"
"accordâtes"
"accordailles"
"accordai"
"accordaient"
"accordais"
"accordait"
"accordaille"
"accordé"
"accordée"
"accordées"
"accordés"
"accordéon"
"accordéons"
"accordéoniste"
"accordéonistes"
"accordent"
"accordèrent"
"accordera"
"accorderai"
"accorderaient"
"accorderais"
"accorderait"
"accorderas"
"accorderons"
"accorderont"
"accordiez"
"accordions"
"accordons"
"accordo"
"accordos"
"accordoir"
"accordoirs"
"adhérâmes"
"adhérât"
"adhérâtes"
"adhérai"
"adhéraient"
"adhérais"
"adhérait"
"adhérant"
"adhère"
"adhèrent"
"adhères"
"adhèrera"
"adhèreront"
"adhèreraient"
"adhèrerait"
"adhèrerai"
"adhèrerais"
"adhèreras"
"adhèrerez"
"adhèreriez"
"adhèrerions"
"adhèrerons"
"adhérés"
"adhéré"
"adhérée"
"adhérées"
"adhérèrent"
"adhérera"
"adhérerai"
"adhéreraient"
"adhérerais"
"adhérerait"
"adhéreras"
"adhérerons"
"adhéreront"
"adhériez"
"adhérions"
"adhérons"
"adhéromètre"
"adhéromètres"
"adhésif"
"adhésifs"
"adhésion"
"adhésions"
"adhésive"
"adhésives"
"adhésivité"
"adhésivités"
"admettaient"
"admettais"
"admettait"
"admette"
"admettent"
"admettes"
"admettez"
"admettiez"
"admettions"
"admettons"
"admettra"
"admettrai"
"admettraient"
"admettrais"
"admettrait"
"admettras"
"admettrons"
"admettront"
"admîmes"
"admît"
"admîtes"
"admirâmes"
"admirât"
"admirâtes"
"admirai"
"admiraient"
"admirais"
"admirait"
"admiration"
"admirations"
"admirés"
"admiré"
"admirée"
"admirées"
"admirèrent"
"admirera"
"admirerai"
"admireraient"
"admirerais"
"admirerait"
"admireras"
"admirerons"
"admireront"
"admiriez"
"admirions"
"admirons"
"admiromane"
"admiromanes"
"admiromanie"
"admiromanies"
"admise"
"admises"
"admissions"
"admission"
"adorâmes"
"adorât"
"adorâtes"
"adorable"
"adorables"
"adorablement"
"adorai"
"adoraient"
"adorais"
"adorait"
"adoration"
"adorations"
"adorés"
"adoré"
"adorée"
"adorées"
"adorent"
"adorèrent"
"adorera"
"adorerai"
"adoreraient"
"adorerais"
"adorerait"
"adoreras"
"adorerons"
"adoreront"
"adoriez"
"adorions"
"adorons"
"adoucîmes"
"adoucît"
"adoucîtes"
"adoucie"
"adoucies"
"adoucira"
"adoucirai"
"adouciraient"
"adoucirais"
"adoucirait"
"adouciras"
"adoucirent"
"adoucirons"
"adouciront"
"adoucissaient"
"adoucissais"
"adoucissait"
"adoucissant"
"adoucissants"
"adoucissante"
"adoucissantes"
"adoucisse"
"adoucissent"
"adoucisses"
"adoucissez"
"adoucissement"
"adoucissements"
"adoucisseuse"
"adoucisseuses"
"adoucisseur"
"adoucisseurs"
"adoucissiez"
"adoucissions"
"adoucissons"
"affabilité"
"affabilités"
"affectâmes"
"affectât"
"affectâtes"
"affectai"
"affectaient"
"affectais"
"affectait"
"affectés"
"affecté"
"affectée"
"affectées"
"affectent"
"affectèrent"
"affectera"
"affecterai"
"affecteraient"
"affecterais"
"affecterait"
"affecteras"
"affecterons"
"affecteront"
"affectionnâmes"
"affectionnât"
"affectionnâtes"
"affectionnai"
"affectionnaient"
"affectionnais"
"affectionnait"
"affectionnés"
"affectionné"
"affectionnée"
"affectionnées"
"affectionnément"
"affectionnent"
"affectionnèrent"
"affectionnera"
"affectionnerai"
"affectionneraient"
"affectionnerais"
"affectionnerait"
"affectionneras"
"affectionnerons"
"affectionneront"
"affectionniez"
"affectionnions"
"affectionnivité"
"affectionnivités"
"affectionnons"
"affectons"
"aidâmes"
"aidât"
"aidâtes"
"aidai"
"aidaient"
"aidais"
"aidait"
"aidante"
"aidantes"
"aidant"
"aidants"
"aidés"
"aidé"
"aidée"
"aidées"
"aident"
"aidèrent"
"aidera"
"aiderai"
"aideraient"
"aiderais"
"aiderait"
"aideras"
"aiderons"
"aideront"
"aidiez"
"aidions"
"aidons"
"aimâmes"
"aimât"
"aimâtes"
"aimable"
"aimables"
"aimablement"
"aimablerie"
"aimableries"
"aimai"
"aimaient"
"aimais"
"aimait"
"aimant"
"aimants"
"aimante"
"aimantes"
"aimantaire"
"aimantaires"
"aimantation"
"aimantations"
"aimanta"
"aimantai"
"aimantaient"
"aimantais"
"aimantait"
"aimantant"
"aimantas"
"aimantasse"
"aimantassent"
"aimantasses"
"aimantassiez"
"aimantassions"
"aimantent"
"aimanter"
"aimantera"
"aimanterai"
"aimanteraient"
"aimanterais"
"aimanterait"
"aimanteras"
"aimanterez"
"aimanteriez"
"aimanterions"
"aimanterons"
"aimanteront"
"aimantez"
"aimantiez"
"aimantions"
"aimantons"
"aimantâmes"
"aimantât"
"aimantâtes"
"aimantèrent"
"aimantés"
"aimanté"
"aimantée"
"aimantées"
"aimantin"
"aimantins"
"aimantine"
"aimantines"
"aimés"
"aimé"
"aimée"
"aimées"
"aiment"
"aimèrent"
"aimera"
"aimerai"
"aimeraient"
"aimerais"
"aimerait"
"aimeras"
"aimerons"
"aimeront"
"aimiez"
"aimions"
"aimons"
"aimoir"
"aimoirs"
"aisance"
"aisances"
"allocataire"
"allocataires"
"allocation"
"allocations"
"allocatif"
"allocatifs"
"allocative"
"allocatives"
"allocation-chômage"
"allocation-logement"
"allocations-maternité"
"altruisme"
"altruismes"
"altruiste"
"altruistes"
"altruistement"
"amante"
"amantes"
"amant"
"amants"
"améliorâmes"
"améliorât"
"améliorâtes"
"améliorai"
"amélioraient"
"améliorais"
"améliorait"
"améliorante"
"améliorantes"
"améliorant"
"améliorants"
"amélioration"
"améliorations"
"améliorés"
"amélioré"
"améliorée"
"améliorées"
"améliorent"
"améliorèrent"
"améliorera"
"améliorerai"
"amélioreraient"
"améliorerais"
"améliorerait"
"amélioreras"
"améliorerons"
"amélioreront"
"amélioriez"
"améliorions"
"améliorissement"
"améliorissements"
"améliorons"
"amitié"
"amitiés"
"amusâmes"
"amusât"
"amusâtes"
"amusai"
"amusaient"
"amusais"
"amusait"
"amusante"
"amusantes"
"amusant"
"amusants"
"amusés"
"amusé"
"amusée"
"amusées"
"amusément"
"amusement"
"amusements"
"amusent"
"amusèrent"
"amusera"
"amuserai"
"amuseraient"
"amuserais"
"amuserait"
"amuseras"
"amuserons"
"amuseront"
"amusiez"
"amusions"
"amusicalité"
"amusicalités"
"amusie"
"amusies"
"amusons"
"amusoire"
"amusoires"
"amusota"
"amusotai"
"amusotaient"
"amusotais"
"amusotait"
"amusotant"
"amusotas"
"amusotasse"
"amusotassent"
"amusotasses"
"amusotassiez"
"amusotassions"
"amusote"
"amusotent"
"amusoter"
"amusotera"
"amusoterai"
"amusoteraient"
"amusoterais"
"amusoterait"
"amusoteras"
"amusoterez"
"amusoteriez"
"amusoterions"
"amusoterons"
"amusoteront"
"amusotes"
"amusotez"
"amusotiez"
"amusotions"
"amusotâmes"
"amusotât"
"amusotâtes"
"amusotons"
"amusotèrent"
"amusotés"
"amusoté"
"amusotée"
"amusotées"
"ange"
"anges"
"angelette"
"angelettes"
"angelet"
"angelets"
"angelot"
"angelots"
"angevine"
"angevines"
"angevin"
"angevins"
"angemme"
"angemmes"
"angenne"
"angennes"
"angelus"
"animâmes"
"animât"
"animâtes"
"animai"
"animaient"
"animais"
"animait"
"animant"
"animants"
"animante"
"animantes"
"animation"
"animations"
"animés"
"animé"
"animée"
"animées"
"animent"
"animèrent"
"animera"
"animerai"
"animeraient"
"animerais"
"animerait"
"animeras"
"animerons"
"animeront"
"animiez"
"animions"
"animique"
"animiques"
"animisme"
"animismes"
"animiste"
"animistes"
"animons"
"animosité"
"animosités"
"animo-végétal"
"anodin"
"anodins"
"anodine"
"anodines"
"anodinement"
"applaudîmes"
"applaudît"
"applaudîtes"
"applaudie"
"applaudies"
"applaudira"
"applaudirai"
"applaudiraient"
"applaudirais"
"applaudirait"
"applaudiras"
"applaudirons"
"applaudiront"
"applaudissaient"
"applaudissais"
"applaudissait"
"applaudissement"
"applaudissements"
"applaudissiez"
"applaudissions"
"applaudissons"
"appréciâmes"
"appréciât"
"appréciâtes"
"appréciai"
"appréciaient"
"appréciais"
"appréciait"
"appréciatrice"
"appréciatrices"
"appréciateur"
"appréciateurs"
"appréciatif"
"appréciatifs"
"appréciative"
"appréciatives"
"appréciation"
"appréciations"
"appréciés"
"apprécié"
"appréciée"
"appréciées"
"apprécient"
"apprécièrent"
"appréciera"
"apprécierai"
"apprécieraient"
"apprécierais"
"apprécierait"
"apprécieras"
"apprécierons"
"apprécieront"
"appréciiez"
"appréciions"
"approbation"
"approbations"
"approuvâmes"
"approuvât"
"approuvâtes"
"approuvai"
"approuvaient"
"approuvais"
"approuvait"
"approuvés"
"approuvé"
"approuvée"
"approuvées"
"approuvent"
"approuvèrent"
"approuvera"
"approuverai"
"approuveraient"
"approuverais"
"approuverait"
"approuveras"
"approuverons"
"approuveront"
"approuviez"
"approuvions"
"approuvons"
"appuient"
"appuiera"
"appuierai"
"appuieraient"
"appuierais"
"appuierait"
"appuieras"
"appuierons"
"appuieront"
"appuyâmes"
"appuyât"
"appuyâtes"
"appuyai"
"appuyaient"
"appuyais"
"appuyait"
"appuyés"
"appuyé"
"appuyée"
"appuyées"
"appuyèrent"
"appuyiez"
"appuyions"
"appuyons"
"appuyoir"
"appuyoirs"
"ardente"
"ardentes"
"ardent"
"ardents"
"ardeur"
"ardeurs"
"aspiration"
"aspirations"
"assistance"
"assistances"
"assistance-record"
"assistante"
"assistantes"
"assistant"
"assistants"
"assurâmes"
"assurât"
"assurâtes"
"assurai"
"assuraient"
"assurais"
"assurait"
"assurée"
"assurées"
"assurent"
"assurèrent"
"assurera"
"assurerai"
"assureraient"
"assurerais"
"assurerait"
"assureras"
"assurerons"
"assureront"
"assuriez"
"assurions"
"assurons"
"attachâmes"
"attachât"
"attachâtes"
"attachai"
"attachaient"
"attachais"
"attachait"
"attachant"
"attachants"
"attachante"
"attachantes"
"attachés"
"attaché"
"attachée"
"attachées"
"attaché-case"
"attachés-cases"
"attaché-cases"
"attachement"
"attachements"
"attachent"
"attachèrent"
"attachera"
"attacherai"
"attacheraient"
"attacherais"
"attacherait"
"attacheras"
"attacherons"
"attacheront"
"attachiez"
"attachions"
"attachons"
"attachot"
"attachots"
"attentionnés"
"attentionné"
"attentionnée"
"attentionnées"
"attentionnément"
"attirâmes"
"attirât"
"attirâtes"
"attirail"
"attirails"
"attirai"
"attiraient"
"attirais"
"attirait"
"attirant"
"attirants"
"attirante"
"attirantes"
"attirés"
"attiré"
"attirée"
"attirées"
"attirent"
"attirèrent"
"attirera"
"attirerai"
"attireraient"
"attirerais"
"attirerait"
"attireras"
"attirerons"
"attireront"
"attiriez"
"attirions"
"attirons"
"attrait"
"attraits"
"audace"
"audaces"
"avantagés"
"avantagé"
"avantagée"
"avantagées"
"avantageâmes"
"avantageât"
"avantageâtes"
"avantageai"
"avantageaient"
"avantageais"
"avantageait"
"avantagent"
"avantagèrent"
"avantagera"
"avantagerai"
"avantageraient"
"avantagerais"
"avantagerait"
"avantageras"
"avantagerons"
"avantageront"
"avantagiez"
"avantagions"
"avenant"
"avenants"
"avenante"
"avenantes"
"avenantà l'"
"aventure"
"aventures"
"aventura"
"aventurai"
"aventuraient"
"aventurais"
"aventurait"
"aventurant"
"aventuras"
"aventurasse"
"aventurassent"
"aventurasses"
"aventurassiez"
"aventurassions"
"aventurent"
"aventurer"
"aventurera"
"aventurerai"
"aventureraient"
"aventurerais"
"aventurerait"
"aventureras"
"aventurerez"
"aventureriez"
"aventurerions"
"aventurerons"
"aventureront"
"aventurez"
"aventuriez"
"aventurions"
"aventurâmes"
"aventurât"
"aventurâtes"
"aventurons"
"aventurèrent"
"aventurés"
"aventuré"
"aventurée"
"aventurées"
"aventureuse"
"aventureuses"
"aventureusement"
"aventureux"
"aventurière"
